"","ID","Condition","Game","Partner","Index","ValueA","ValueB","Double","Fingerratio"
"422",73601,"SH","S","H",2,6,6,TRUE,1.19602005882992
"423",73601,"SH","S","H",3,6,6,TRUE,1.19602005882992
"424",73601,"SH","S","H",4,4,4,TRUE,1.19602005882992
"425",73601,"SH","S","H",5,3,3,TRUE,1.19602005882992
"426",73601,"SH","S","H",6,6,6,TRUE,1.19602005882992
"427",73601,"SH","S","H",7,6,4,FALSE,1.19602005882992
"428",73601,"SH","S","H",8,2,3,FALSE,1.19602005882992
"429",73601,"SH","S","H",9,5,2,FALSE,1.19602005882992
"430",73601,"SH","S","H",10,1,5,FALSE,1.19602005882992
"431",73601,"SH","S","H",11,3,3,TRUE,1.19602005882992
"432",73601,"SH","S","H",12,2,3,FALSE,1.19602005882992
"433",73601,"SH","S","H",13,1,2,FALSE,1.19602005882992
"434",73601,"SH","S","H",14,4,5,FALSE,1.19602005882992
"435",73601,"SH","S","H",15,6,1,FALSE,1.19602005882992
"436",73601,"SH","S","H",16,3,6,FALSE,1.19602005882992
"437",73601,"SH","S","H",17,4,5,FALSE,1.19602005882992
"438",73601,"SH","S","H",18,1,5,FALSE,1.19602005882992
"439",73601,"SH","S","H",19,6,6,TRUE,1.19602005882992
"440",73601,"SH","S","H",20,2,2,TRUE,1.19602005882992
"441",59593,"SH","S","H",1,4,4,TRUE,1.19602005882992
"442",59593,"SH","S","H",2,2,2,TRUE,1.19602005882992
"443",59593,"SH","S","H",3,6,2,FALSE,1.19602005882992
"444",59593,"SH","S","H",4,4,2,FALSE,1.19602005882992
"445",59593,"SH","S","H",5,5,2,FALSE,1.19602005882992
"446",59593,"SH","S","H",6,5,1,FALSE,1.19602005882992
"447",59593,"SH","S","H",7,1,1,TRUE,1.19602005882992
"448",59593,"SH","S","H",8,5,2,FALSE,1.19602005882992
"449",59593,"SH","S","H",9,1,4,FALSE,1.19602005882992
"450",59593,"SH","S","H",10,5,6,FALSE,1.19602005882992
"451",59593,"SH","S","H",11,3,3,TRUE,1.19602005882992
"452",59593,"SH","S","H",12,5,5,TRUE,1.19602005882992
"453",59593,"SH","S","H",13,5,5,TRUE,1.19602005882992
"454",59593,"SH","S","H",14,4,4,TRUE,1.19602005882992
"455",59593,"SH","S","H",15,5,5,TRUE,1.19602005882992
"456",59593,"SH","S","H",16,3,3,TRUE,1.19602005882992
"457",59593,"SH","S","H",17,5,3,FALSE,1.19602005882992
"458",59593,"SH","S","H",18,1,1,TRUE,1.19602005882992
"459",59593,"SH","S","H",19,1,1,TRUE,1.19602005882992
"460",59593,"SH","S","H",20,1,5,FALSE,1.19602005882992
"461",16478,"SH","S","H",1,6,6,TRUE,1.19602005882992
"462",16478,"SH","S","H",2,6,5,FALSE,1.19602005882992
"463",16478,"SH","S","H",3,1,6,FALSE,1.19602005882992
"464",16478,"SH","S","H",4,1,5,FALSE,1.19602005882992
"465",16478,"SH","S","H",5,4,4,TRUE,1.19602005882992
"466",16478,"SH","S","H",6,5,5,TRUE,1.19602005882992
"467",16478,"SH","S","H",7,4,5,FALSE,1.19602005882992
"468",16478,"SH","S","H",8,2,2,TRUE,1.19602005882992
"469",16478,"SH","S","H",9,6,6,TRUE,1.19602005882992
"470",16478,"SH","S","H",10,1,1,TRUE,1.19602005882992
"471",16478,"SH","S","H",11,4,5,FALSE,1.19602005882992
"472",16478,"SH","S","H",12,4,1,FALSE,1.19602005882992
"473",16478,"SH","S","H",13,2,3,FALSE,1.19602005882992
"474",16478,"SH","S","H",14,1,1,TRUE,1.19602005882992
"475",16478,"SH","S","H",15,5,2,FALSE,1.19602005882992
"476",16478,"SH","S","H",16,3,1,FALSE,1.19602005882992
"477",16478,"SH","S","H",17,6,6,TRUE,1.19602005882992
"478",16478,"SH","S","H",18,2,3,FALSE,1.19602005882992
"479",16478,"SH","S","H",19,1,1,TRUE,1.19602005882992
"480",16478,"SH","S","H",20,6,2,FALSE,1.19602005882992
"481",37778,"SH","S","H",1,6,2,FALSE,1.19602005882992
"482",37778,"SH","S","H",2,1,4,FALSE,1.19602005882992
"483",37778,"SH","S","H",3,1,2,FALSE,1.19602005882992
"484",37778,"SH","S","H",4,2,1,FALSE,1.19602005882992
"485",37778,"SH","S","H",5,3,6,FALSE,1.19602005882992
"486",37778,"SH","S","H",6,6,4,FALSE,1.19602005882992
"487",37778,"SH","S","H",7,2,5,FALSE,1.19602005882992
"488",37778,"SH","S","H",8,1,1,TRUE,1.19602005882992
"489",37778,"SH","S","H",9,2,2,TRUE,1.19602005882992
"490",37778,"SH","S","H",10,4,4,TRUE,1.19602005882992
"491",37778,"SH","S","H",11,1,3,FALSE,1.19602005882992
"492",37778,"SH","S","H",12,1,1,TRUE,1.19602005882992
"493",37778,"SH","S","H",13,2,1,FALSE,1.19602005882992
"494",37778,"SH","S","H",14,4,6,FALSE,1.19602005882992
"495",37778,"SH","S","H",15,1,2,FALSE,1.19602005882992
"496",37778,"SH","S","H",16,6,1,FALSE,1.19602005882992
"497",37778,"SH","S","H",17,3,3,TRUE,1.19602005882992
"498",37778,"SH","S","H",18,2,2,TRUE,1.19602005882992
"499",37778,"SH","S","H",19,1,2,FALSE,1.19602005882992
"500",37778,"SH","S","H",20,3,3,TRUE,1.19602005882992
"501",40973,"SH","S","H",1,4,6,FALSE,1.19602005882992
"502",40973,"SH","S","H",2,6,6,TRUE,1.19602005882992
"503",40973,"SH","S","H",3,5,6,FALSE,1.19602005882992
"504",40973,"SH","S","H",4,4,4,TRUE,1.19602005882992
"505",40973,"SH","S","H",5,4,2,FALSE,1.19602005882992
"506",40973,"SH","S","H",6,5,1,FALSE,1.19602005882992
"507",40973,"SH","S","H",7,5,2,FALSE,1.19602005882992
"508",40973,"SH","S","H",8,4,2,FALSE,1.19602005882992
"509",40973,"SH","S","H",9,4,4,TRUE,1.19602005882992
"510",40973,"SH","S","H",10,4,4,TRUE,1.19602005882992
"511",40973,"SH","S","H",11,6,6,TRUE,1.19602005882992
"512",40973,"SH","S","H",12,2,2,TRUE,1.19602005882992
"513",40973,"SH","S","H",13,5,3,FALSE,1.19602005882992
"514",40973,"SH","S","H",14,4,4,TRUE,1.19602005882992
"515",40973,"SH","S","H",15,2,2,TRUE,1.19602005882992
"516",40973,"SH","S","H",16,5,2,FALSE,1.19602005882992
"517",40973,"SH","S","H",17,4,4,TRUE,1.19602005882992
"518",40973,"SH","S","H",18,5,5,TRUE,1.19602005882992
"519",40973,"SH","S","H",19,5,1,FALSE,1.19602005882992
"520",40973,"SH","S","H",20,1,2,FALSE,1.19602005882992
"521",17979,"SH","S","H",1,6,6,TRUE,1.19602005882992
"522",17979,"SH","S","H",2,5,5,TRUE,1.19602005882992
"523",17979,"SH","S","H",3,6,4,FALSE,1.19602005882992
"524",17979,"SH","S","H",4,4,6,FALSE,1.19602005882992
"525",17979,"SH","S","H",5,5,1,FALSE,1.19602005882992
"526",17979,"SH","S","H",6,1,4,FALSE,1.19602005882992
"527",17979,"SH","S","H",7,2,2,TRUE,1.19602005882992
"528",17979,"SH","S","H",8,5,2,FALSE,1.19602005882992
"529",17979,"SH","S","H",9,4,1,FALSE,1.19602005882992
"530",17979,"SH","S","H",10,1,4,FALSE,1.19602005882992
"531",17979,"SH","S","H",11,1,1,TRUE,1.19602005882992
"532",17979,"SH","S","H",12,6,6,TRUE,1.19602005882992
"533",17979,"SH","S","H",13,1,1,TRUE,1.19602005882992
"534",17979,"SH","S","H",14,5,2,FALSE,1.19602005882992
"535",17979,"SH","S","H",15,5,2,FALSE,1.19602005882992
"536",17979,"SH","S","H",16,4,4,TRUE,1.19602005882992
"537",17979,"SH","S","H",17,4,4,TRUE,1.19602005882992
"538",17979,"SH","S","H",18,1,6,FALSE,1.19602005882992
"539",17979,"SH","S","H",19,2,4,FALSE,1.19602005882992
"540",17979,"SH","S","H",20,4,6,FALSE,1.19602005882992
"541",68822,"SH","S","H",1,1,6,FALSE,1.19602005882992
"542",68822,"SH","S","H",2,5,5,TRUE,1.19602005882992
"543",68822,"SH","S","H",3,4,2,FALSE,1.19602005882992
"544",68822,"SH","S","H",4,3,3,TRUE,1.19602005882992
"545",68822,"SH","S","H",5,2,6,FALSE,1.19602005882992
"546",68822,"SH","S","H",6,4,3,FALSE,1.19602005882992
"547",68822,"SH","S","H",7,2,2,TRUE,1.19602005882992
"548",68822,"SH","S","H",8,5,5,TRUE,1.19602005882992
"549",68822,"SH","S","H",9,2,3,FALSE,1.19602005882992
"550",68822,"SH","S","H",10,3,2,FALSE,1.19602005882992
"551",68822,"SH","S","H",11,4,1,FALSE,1.19602005882992
"552",68822,"SH","S","H",12,5,2,FALSE,1.19602005882992
"553",68822,"SH","S","H",13,4,4,TRUE,1.19602005882992
"554",68822,"SH","S","H",14,4,4,TRUE,1.19602005882992
"555",68822,"SH","S","H",15,5,5,TRUE,1.19602005882992
"556",68822,"SH","S","H",16,6,4,FALSE,1.19602005882992
"557",68822,"SH","S","H",17,3,4,FALSE,1.19602005882992
"558",68822,"SH","S","H",18,1,5,FALSE,1.19602005882992
"559",68822,"SH","S","H",19,4,4,TRUE,1.19602005882992
"560",68822,"SH","S","H",20,2,6,FALSE,1.19602005882992
"561",90824,"SH","S","H",1,2,6,FALSE,1.19602005882992
"562",90824,"SH","S","H",2,2,2,TRUE,1.19602005882992
"563",90824,"SH","S","H",3,5,6,FALSE,1.19602005882992
"564",90824,"SH","S","H",4,3,1,FALSE,1.19602005882992
"565",90824,"SH","S","H",5,2,2,TRUE,1.19602005882992
"566",90824,"SH","S","H",6,6,6,TRUE,1.19602005882992
"567",90824,"SH","S","H",7,3,4,FALSE,1.19602005882992
"568",90824,"SH","S","H",8,5,6,FALSE,1.19602005882992
"569",90824,"SH","S","H",9,4,4,TRUE,1.19602005882992
"570",90824,"SH","S","H",10,3,3,TRUE,1.19602005882992
"571",90824,"SH","S","H",11,3,4,FALSE,1.19602005882992
"572",90824,"SH","S","H",12,1,5,FALSE,1.19602005882992
"573",90824,"SH","S","H",13,2,3,FALSE,1.19602005882992
"574",90824,"SH","S","H",14,5,5,TRUE,1.19602005882992
"575",90824,"SH","S","H",15,6,6,TRUE,1.19602005882992
"576",90824,"SH","S","H",16,3,4,FALSE,1.19602005882992
"577",90824,"SH","S","H",17,6,2,FALSE,1.19602005882992
"578",90824,"SH","S","H",18,4,3,FALSE,1.19602005882992
"579",90824,"SH","S","H",19,6,3,FALSE,1.19602005882992
"580",90824,"SH","S","H",20,4,5,FALSE,1.19602005882992
"581",80236,"SH","S","H",1,4,6,FALSE,1.19602005882992
"582",80236,"SH","S","H",2,3,3,TRUE,1.19602005882992
"583",80236,"SH","S","H",3,6,4,FALSE,1.19602005882992
"584",80236,"SH","S","H",4,2,2,TRUE,1.19602005882992
"585",80236,"SH","S","H",5,2,2,TRUE,1.19602005882992
"586",80236,"SH","S","H",6,4,6,FALSE,1.19602005882992
"587",80236,"SH","S","H",7,4,5,FALSE,1.19602005882992
"588",80236,"SH","S","H",8,5,5,TRUE,1.19602005882992
"589",80236,"SH","S","H",9,6,6,TRUE,1.19602005882992
"590",80236,"SH","S","H",10,3,3,TRUE,1.19602005882992
"591",80236,"SH","S","H",11,3,2,FALSE,1.19602005882992
"592",80236,"SH","S","H",12,6,6,TRUE,1.19602005882992
"593",80236,"SH","S","H",13,1,2,FALSE,1.19602005882992
"594",80236,"SH","S","H",14,6,6,TRUE,1.19602005882992
"595",80236,"SH","S","H",15,3,3,TRUE,1.19602005882992
"596",80236,"SH","S","H",16,6,6,TRUE,1.19602005882992
"597",80236,"SH","S","H",17,3,4,FALSE,1.19602005882992
"598",80236,"SH","S","H",18,3,3,TRUE,1.19602005882992
"599",80236,"SH","S","H",19,2,1,FALSE,1.19602005882992
"600",80236,"SH","S","H",20,4,4,TRUE,1.19602005882992
"601",59341,"SH","S","H",1,5,2,FALSE,1.19602005882992
"602",59341,"SH","S","H",2,5,5,TRUE,1.19602005882992
"603",59341,"SH","S","H",3,2,1,FALSE,1.19602005882992
"604",59341,"SH","S","H",4,1,1,TRUE,1.19602005882992
"605",59341,"SH","S","H",5,4,4,TRUE,1.19602005882992
"606",59341,"SH","S","H",6,5,5,TRUE,1.19602005882992
"607",59341,"SH","S","H",7,6,1,FALSE,1.19602005882992
"608",59341,"SH","S","H",8,4,6,FALSE,1.19602005882992
"609",59341,"SH","S","H",9,3,2,FALSE,1.19602005882992
"610",59341,"SH","S","H",10,5,3,FALSE,1.19602005882992
"611",59341,"SH","S","H",11,6,6,TRUE,1.19602005882992
"612",59341,"SH","S","H",12,6,4,FALSE,1.19602005882992
"613",59341,"SH","S","H",13,3,5,FALSE,1.19602005882992
"614",59341,"SH","S","H",14,2,2,TRUE,1.19602005882992
"615",59341,"SH","S","H",15,4,4,TRUE,1.19602005882992
"616",59341,"SH","S","H",16,1,1,TRUE,1.19602005882992
"617",59341,"SH","S","H",17,6,1,FALSE,1.19602005882992
"618",59341,"SH","S","H",18,5,5,TRUE,1.19602005882992
"619",59341,"SH","S","H",19,3,3,TRUE,1.19602005882992
"620",59341,"SH","S","H",20,3,3,TRUE,1.19602005882992
"621",92625,"SH","S","H",1,5,5,TRUE,1.19602005882992
"622",92625,"SH","S","H",2,5,3,FALSE,1.19602005882992
"623",92625,"SH","S","H",3,1,1,TRUE,1.19602005882992
"624",92625,"SH","S","H",4,1,6,FALSE,1.19602005882992
"625",92625,"SH","S","H",5,2,2,TRUE,1.19602005882992
"626",92625,"SH","S","H",6,1,1,TRUE,1.19602005882992
"627",92625,"SH","S","H",7,6,6,TRUE,1.19602005882992
"628",92625,"SH","S","H",8,2,6,FALSE,1.19602005882992
"629",92625,"SH","S","H",9,2,1,FALSE,1.19602005882992
"630",92625,"SH","S","H",10,6,6,TRUE,1.19602005882992
"631",92625,"SH","S","H",11,6,6,TRUE,1.19602005882992
"632",92625,"SH","S","H",12,2,3,FALSE,1.19602005882992
"633",92625,"SH","S","H",13,3,3,TRUE,1.19602005882992
"634",92625,"SH","S","H",14,3,1,FALSE,1.19602005882992
"635",92625,"SH","S","H",15,6,3,FALSE,1.19602005882992
"636",92625,"SH","S","H",16,4,2,FALSE,1.19602005882992
"637",92625,"SH","S","H",17,2,2,TRUE,1.19602005882992
"638",92625,"SH","S","H",18,5,3,FALSE,1.19602005882992
"639",92625,"SH","S","H",19,5,5,TRUE,1.19602005882992
"640",92625,"SH","S","H",20,6,3,FALSE,1.19602005882992
"641",92653,"SH","S","H",1,1,5,FALSE,1.19602005882992
"642",92653,"SH","S","H",2,3,3,TRUE,1.19602005882992
"643",92653,"SH","S","H",3,5,5,TRUE,1.19602005882992
"644",92653,"SH","S","H",4,5,5,TRUE,1.19602005882992
"645",92653,"SH","S","H",5,4,4,TRUE,1.19602005882992
"646",92653,"SH","S","H",6,1,1,TRUE,1.19602005882992
"647",92653,"SH","S","H",7,3,3,TRUE,1.19602005882992
"648",92653,"SH","S","H",8,4,3,FALSE,1.19602005882992
"649",92653,"SH","S","H",9,2,2,TRUE,1.19602005882992
"650",92653,"SH","S","H",10,5,5,TRUE,1.19602005882992
"651",92653,"SH","S","H",11,4,1,FALSE,1.19602005882992
"652",92653,"SH","S","H",12,2,4,FALSE,1.19602005882992
"653",92653,"SH","S","H",13,2,4,FALSE,1.19602005882992
"654",92653,"SH","S","H",14,1,3,FALSE,1.19602005882992
"655",92653,"SH","S","H",15,5,4,FALSE,1.19602005882992
"656",92653,"SH","S","H",16,6,4,FALSE,1.19602005882992
"657",92653,"SH","S","H",17,4,5,FALSE,1.19602005882992
"658",92653,"SH","S","H",18,5,3,FALSE,1.19602005882992
"659",92653,"SH","S","H",19,5,6,FALSE,1.19602005882992
"660",92653,"SH","S","H",20,4,4,TRUE,1.19602005882992
"661",52168,"SH","S","H",1,5,5,TRUE,1.19602005882992
"662",52168,"SH","S","H",2,5,6,FALSE,1.19602005882992
"663",52168,"SH","S","H",3,3,3,TRUE,1.19602005882992
"664",52168,"SH","S","H",4,3,6,FALSE,1.19602005882992
"665",52168,"SH","S","H",5,3,6,FALSE,1.19602005882992
"666",52168,"SH","S","H",6,5,5,TRUE,1.19602005882992
"667",52168,"SH","S","H",7,5,5,TRUE,1.19602005882992
"668",52168,"SH","S","H",8,2,3,FALSE,1.19602005882992
"669",52168,"SH","S","H",9,6,6,TRUE,1.19602005882992
"670",52168,"SH","S","H",10,3,1,FALSE,1.19602005882992
"671",52168,"SH","S","H",11,6,3,FALSE,1.19602005882992
"672",52168,"SH","S","H",12,2,2,TRUE,1.19602005882992
"673",52168,"SH","S","H",13,6,6,TRUE,1.19602005882992
"674",52168,"SH","S","H",14,6,6,TRUE,1.19602005882992
"675",52168,"SH","S","H",15,4,4,TRUE,1.19602005882992
"676",52168,"SH","S","H",16,1,6,FALSE,1.19602005882992
"677",52168,"SH","S","H",17,3,5,FALSE,1.19602005882992
"678",52168,"SH","S","H",18,5,5,TRUE,1.19602005882992
"679",52168,"SH","S","H",19,6,4,FALSE,1.19602005882992
"680",52168,"SH","S","H",20,6,6,TRUE,1.19602005882992
"681",33856,"SH","S","H",1,5,1,FALSE,1.19602005882992
"682",33856,"SH","S","H",2,4,4,TRUE,1.19602005882992
"683",33856,"SH","S","H",3,5,2,FALSE,1.19602005882992
"684",33856,"SH","S","H",4,2,2,TRUE,1.19602005882992
"685",33856,"SH","S","H",5,3,2,FALSE,1.19602005882992
"686",33856,"SH","S","H",6,5,2,FALSE,1.19602005882992
"687",33856,"SH","S","H",7,4,4,TRUE,1.19602005882992
"688",33856,"SH","S","H",8,4,5,FALSE,1.19602005882992
"689",33856,"SH","S","H",9,5,2,FALSE,1.19602005882992
"690",33856,"SH","S","H",10,1,1,TRUE,1.19602005882992
"691",33856,"SH","S","H",11,5,5,TRUE,1.19602005882992
"692",33856,"SH","S","H",12,5,1,FALSE,1.19602005882992
"693",33856,"SH","S","H",13,4,4,TRUE,1.19602005882992
"694",33856,"SH","S","H",14,3,3,TRUE,1.19602005882992
"695",33856,"SH","S","H",15,2,1,FALSE,1.19602005882992
"696",33856,"SH","S","H",16,6,6,TRUE,1.19602005882992
"697",33856,"SH","S","H",17,6,6,TRUE,1.19602005882992
"698",33856,"SH","S","H",18,6,6,TRUE,1.19602005882992
"699",33856,"SH","S","H",19,5,6,FALSE,1.19602005882992
"700",33856,"SH","S","H",20,3,2,FALSE,1.19602005882992
"701",61618,"SH","S","H",1,3,6,FALSE,1.19602005882992
"702",61618,"SH","S","H",2,5,5,TRUE,1.19602005882992
"703",61618,"SH","S","H",3,5,3,FALSE,1.19602005882992
"704",61618,"SH","S","H",4,6,6,TRUE,1.19602005882992
"705",61618,"SH","S","H",5,3,3,TRUE,1.19602005882992
"706",61618,"SH","S","H",6,6,3,FALSE,1.19602005882992
"707",61618,"SH","S","H",7,2,5,FALSE,1.19602005882992
"708",61618,"SH","S","H",8,6,1,FALSE,1.19602005882992
"709",61618,"SH","S","H",9,2,2,TRUE,1.19602005882992
"710",61618,"SH","S","H",10,1,6,FALSE,1.19602005882992
"711",61618,"SH","S","H",11,5,4,FALSE,1.19602005882992
"712",61618,"SH","S","H",12,5,2,FALSE,1.19602005882992
"713",61618,"SH","S","H",13,3,1,FALSE,1.19602005882992
"714",61618,"SH","S","H",14,6,6,TRUE,1.19602005882992
"715",61618,"SH","S","H",15,3,6,FALSE,1.19602005882992
"716",61618,"SH","S","H",16,1,1,TRUE,1.19602005882992
"717",61618,"SH","S","H",17,5,5,TRUE,1.19602005882992
"718",61618,"SH","S","H",18,5,5,TRUE,1.19602005882992
"719",61618,"SH","S","H",19,2,2,TRUE,1.19602005882992
"720",61618,"SH","S","H",20,1,1,TRUE,1.19602005882992
"721",21301,"SD","S","D",1,6,5,FALSE,1.19602005882992
"722",21301,"SD","S","D",2,6,6,TRUE,1.19602005882992
"723",21301,"SD","S","D",3,6,6,TRUE,1.19602005882992
"724",21301,"SD","S","D",4,5,3,FALSE,1.19602005882992
"725",21301,"SD","S","D",5,4,4,TRUE,1.19602005882992
"726",21301,"SD","S","D",6,5,5,TRUE,1.19602005882992
"727",21301,"SD","S","D",7,6,6,TRUE,1.19602005882992
"728",21301,"SD","S","D",8,3,3,TRUE,1.19602005882992
"729",21301,"SD","S","D",9,4,6,FALSE,1.19602005882992
"730",21301,"SD","S","D",10,6,6,TRUE,1.19602005882992
"731",21301,"SD","S","D",11,6,3,FALSE,1.19602005882992
"732",21301,"SD","S","D",12,6,6,TRUE,1.19602005882992
"733",21301,"SD","S","D",13,6,6,TRUE,1.19602005882992
"734",21301,"SD","S","D",14,6,6,TRUE,1.19602005882992
"735",21301,"SD","S","D",15,6,5,FALSE,1.19602005882992
"736",21301,"SD","S","D",16,6,6,TRUE,1.19602005882992
"737",21301,"SD","S","D",17,6,1,FALSE,1.19602005882992
"738",21301,"SD","S","D",18,6,4,FALSE,1.19602005882992
"739",21301,"SD","S","D",19,4,2,FALSE,1.19602005882992
"740",21301,"SD","S","D",20,3,3,TRUE,1.19602005882992
"741",48855,"SD","S","D",1,6,3,FALSE,1.19602005882992
"742",48855,"SD","S","D",2,1,1,TRUE,1.19602005882992
"743",48855,"SD","S","D",3,5,5,TRUE,1.19602005882992
"744",48855,"SD","S","D",4,4,4,TRUE,1.19602005882992
"745",48855,"SD","S","D",5,6,6,TRUE,1.19602005882992
"746",48855,"SD","S","D",6,6,2,FALSE,1.19602005882992
"747",48855,"SD","S","D",7,6,6,TRUE,1.19602005882992
"748",48855,"SD","S","D",8,6,6,TRUE,1.19602005882992
"749",48855,"SD","S","D",9,2,1,FALSE,1.19602005882992
"750",48855,"SD","S","D",10,4,3,FALSE,1.19602005882992
"751",48855,"SD","S","D",11,5,6,FALSE,1.19602005882992
"752",48855,"SD","S","D",12,6,1,FALSE,1.19602005882992
"753",48855,"SD","S","D",13,3,3,TRUE,1.19602005882992
"754",48855,"SD","S","D",14,6,4,FALSE,1.19602005882992
"755",48855,"SD","S","D",15,4,4,TRUE,1.19602005882992
"756",48855,"SD","S","D",16,6,6,TRUE,1.19602005882992
"757",48855,"SD","S","D",17,4,4,TRUE,1.19602005882992
"758",48855,"SD","S","D",18,1,1,TRUE,1.19602005882992
"759",48855,"SD","S","D",19,2,2,TRUE,1.19602005882992
"760",48855,"SD","S","D",20,5,5,TRUE,1.19602005882992
"761",64413,"SD","S","D",1,4,4,TRUE,1.19602005882992
"762",64413,"SD","S","D",2,5,1,FALSE,1.19602005882992
"763",64413,"SD","S","D",3,1,1,TRUE,1.19602005882992
"764",64413,"SD","S","D",4,5,3,FALSE,1.19602005882992
"765",64413,"SD","S","D",5,4,4,TRUE,1.19602005882992
"766",64413,"SD","S","D",6,4,4,TRUE,1.19602005882992
"767",64413,"SD","S","D",7,6,4,FALSE,1.19602005882992
"768",64413,"SD","S","D",8,6,6,TRUE,1.19602005882992
"769",64413,"SD","S","D",9,3,3,TRUE,1.19602005882992
"770",64413,"SD","S","D",10,6,5,FALSE,1.19602005882992
"771",64413,"SD","S","D",11,6,5,FALSE,1.19602005882992
"772",64413,"SD","S","D",12,6,6,TRUE,1.19602005882992
"773",64413,"SD","S","D",13,6,6,TRUE,1.19602005882992
"774",64413,"SD","S","D",14,2,1,FALSE,1.19602005882992
"775",64413,"SD","S","D",15,5,5,TRUE,1.19602005882992
"776",64413,"SD","S","D",16,5,5,TRUE,1.19602005882992
"777",64413,"SD","S","D",17,5,3,FALSE,1.19602005882992
"778",64413,"SD","S","D",18,6,4,FALSE,1.19602005882992
"779",64413,"SD","S","D",19,5,1,FALSE,1.19602005882992
"780",64413,"SD","S","D",20,6,6,TRUE,1.19602005882992
"781",32514,"SD","S","D",1,6,1,FALSE,1.19602005882992
"782",32514,"SD","S","D",2,1,1,TRUE,1.19602005882992
"783",32514,"SD","S","D",3,2,2,TRUE,1.19602005882992
"784",32514,"SD","S","D",4,5,3,FALSE,1.19602005882992
"785",32514,"SD","S","D",5,6,4,FALSE,1.19602005882992
"786",32514,"SD","S","D",6,3,5,FALSE,1.19602005882992
"787",32514,"SD","S","D",7,6,6,TRUE,1.19602005882992
"788",32514,"SD","S","D",8,3,5,FALSE,1.19602005882992
"789",32514,"SD","S","D",9,1,4,FALSE,1.19602005882992
"790",32514,"SD","S","D",10,2,2,TRUE,1.19602005882992
"791",32514,"SD","S","D",11,1,1,TRUE,1.19602005882992
"792",32514,"SD","S","D",12,1,1,TRUE,1.19602005882992
"793",32514,"SD","S","D",13,5,4,FALSE,1.19602005882992
"794",32514,"SD","S","D",14,2,2,TRUE,1.19602005882992
"795",32514,"SD","S","D",15,6,4,FALSE,1.19602005882992
"796",32514,"SD","S","D",16,1,1,TRUE,1.19602005882992
"797",32514,"SD","S","D",17,6,3,FALSE,1.19602005882992
"798",32514,"SD","S","D",18,1,6,FALSE,1.19602005882992
"799",32514,"SD","S","D",19,6,4,FALSE,1.19602005882992
"800",32514,"SD","S","D",20,6,6,TRUE,1.19602005882992
"801",10576,"SD","S","D",1,6,6,TRUE,1.19602005882992
"802",10576,"SD","S","D",2,2,2,TRUE,1.19602005882992
"803",10576,"SD","S","D",3,6,2,FALSE,1.19602005882992
"804",10576,"SD","S","D",4,6,5,FALSE,1.19602005882992
"805",10576,"SD","S","D",5,2,2,TRUE,1.19602005882992
"806",10576,"SD","S","D",6,6,2,FALSE,1.19602005882992
"807",10576,"SD","S","D",7,6,6,TRUE,1.19602005882992
"808",10576,"SD","S","D",8,6,6,TRUE,1.19602005882992
"809",10576,"SD","S","D",9,6,6,TRUE,1.19602005882992
"810",10576,"SD","S","D",10,6,3,FALSE,1.19602005882992
"811",10576,"SD","S","D",11,4,4,TRUE,1.19602005882992
"812",10576,"SD","S","D",12,6,6,TRUE,1.19602005882992
"813",10576,"SD","S","D",13,6,2,FALSE,1.19602005882992
"814",10576,"SD","S","D",14,6,2,FALSE,1.19602005882992
"815",10576,"SD","S","D",15,6,1,FALSE,1.19602005882992
"816",10576,"SD","S","D",16,3,4,FALSE,1.19602005882992
"817",10576,"SD","S","D",17,4,1,FALSE,1.19602005882992
"818",10576,"SD","S","D",18,3,4,FALSE,1.19602005882992
"819",10576,"SD","S","D",19,6,6,TRUE,1.19602005882992
"820",10576,"SD","S","D",20,3,3,TRUE,1.19602005882992
"821",66571,"SD","S","D",1,4,4,TRUE,1.19602005882992
"822",66571,"SD","S","D",2,5,5,TRUE,1.19602005882992
"823",66571,"SD","S","D",3,3,3,TRUE,1.19602005882992
"824",66571,"SD","S","D",4,6,6,TRUE,1.19602005882992
"825",66571,"SD","S","D",5,6,6,TRUE,1.19602005882992
"826",66571,"SD","S","D",6,1,1,TRUE,1.19602005882992
"827",66571,"SD","S","D",7,4,2,FALSE,1.19602005882992
"828",66571,"SD","S","D",8,6,1,FALSE,1.19602005882992
"829",66571,"SD","S","D",9,2,3,FALSE,1.19602005882992
"830",66571,"SD","S","D",10,6,6,TRUE,1.19602005882992
"831",66571,"SD","S","D",11,6,6,TRUE,1.19602005882992
"832",66571,"SD","S","D",12,6,6,TRUE,1.19602005882992
"833",66571,"SD","S","D",13,4,6,FALSE,1.19602005882992
"834",66571,"SD","S","D",14,6,1,FALSE,1.19602005882992
"835",66571,"SD","S","D",15,5,6,FALSE,1.19602005882992
"836",66571,"SD","S","D",16,6,2,FALSE,1.19602005882992
"837",66571,"SD","S","D",17,3,3,TRUE,1.19602005882992
"838",66571,"SD","S","D",18,4,1,FALSE,1.19602005882992
"839",66571,"SD","S","D",19,5,3,FALSE,1.19602005882992
"840",66571,"SD","S","D",20,4,5,FALSE,1.19602005882992
"841",33838,"SD","S","D",1,5,5,TRUE,1.19602005882992
"842",33838,"SD","S","D",2,4,6,FALSE,1.19602005882992
"843",33838,"SD","S","D",3,5,5,TRUE,1.19602005882992
"844",33838,"SD","S","D",4,4,3,FALSE,1.19602005882992
